"","title","type","text"
"2106","The Tragedy of Romeo and Juliet","Tragedy","    A lover may bestride the gossamer"
"2107","The Tragedy of Romeo and Juliet","Tragedy","    That idles in the wanton summer air,"
"2108","The Tragedy of Romeo and Juliet","Tragedy","    And yet not fall; so light is vanity."
"2109","The Tragedy of Romeo and Juliet","Tragedy",""
"2110","The Tragedy of Romeo and Juliet","Tragedy","  Jul. Good even to my ghostly confessor."
"2111","The Tragedy of Romeo and Juliet","Tragedy",""
"2112","The Tragedy of Romeo and Juliet","Tragedy","  Friar. Romeo shall thank thee, daughter, for us both."
"2113","The Tragedy of Romeo and Juliet","Tragedy",""
"2114","The Tragedy of Romeo and Juliet","Tragedy","  Jul. As much to him, else is his thanks too much."
"2115","The Tragedy of Romeo and Juliet","Tragedy",""
"2116","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Ah, Juliet, if the measure of thy joy"
"2117","The Tragedy of Romeo and Juliet","Tragedy","    Be heap'd like mine, and that thy skill be more"
"2118","The Tragedy of Romeo and Juliet","Tragedy","    To blazon it, then sweeten with thy breath"
"2119","The Tragedy of Romeo and Juliet","Tragedy","    This neighbour air, and let rich music's tongue"
"2120","The Tragedy of Romeo and Juliet","Tragedy","    Unfold the imagin'd happiness that both"
"2121","The Tragedy of Romeo and Juliet","Tragedy","    Receive in either by this dear encounter."
"2122","The Tragedy of Romeo and Juliet","Tragedy",""
"2123","The Tragedy of Romeo and Juliet","Tragedy","  Jul. Conceit, more rich in matter than in words,"
"2124","The Tragedy of Romeo and Juliet","Tragedy","    Brags of his substance, not of ornament."
"2125","The Tragedy of Romeo and Juliet","Tragedy","    They are but beggars that can count their worth;"
"2126","The Tragedy of Romeo and Juliet","Tragedy","    But my true love is grown to such excess"
"2127","The Tragedy of Romeo and Juliet","Tragedy","    cannot sum up sum of half my wealth."
"2128","The Tragedy of Romeo and Juliet","Tragedy",""
"2129","The Tragedy of Romeo and Juliet","Tragedy","  Friar. Come, come with me, and we will make short work;"
"2130","The Tragedy of Romeo and Juliet","Tragedy","    For, by your leaves, you shall not stay alone"
"2131","The Tragedy of Romeo and Juliet","Tragedy","    Till Holy Church incorporate two in one."
"2132","The Tragedy of Romeo and Juliet","Tragedy","                                                       [Exeunt.]"
"2133","The Tragedy of Romeo and Juliet","Tragedy",""
"2134","The Tragedy of Romeo and Juliet","Tragedy",""
"2135","The Tragedy of Romeo and Juliet","Tragedy",""
"2136","The Tragedy of Romeo and Juliet","Tragedy",""
"2137","The Tragedy of Romeo and Juliet","Tragedy","ACT III. Scene I."
"2138","The Tragedy of Romeo and Juliet","Tragedy","A public place."
"2139","The Tragedy of Romeo and Juliet","Tragedy",""
"2140","The Tragedy of Romeo and Juliet","Tragedy","Enter Mercutio, Benvolio, and Men."
"2141","The Tragedy of Romeo and Juliet","Tragedy",""
"2142","The Tragedy of Romeo and Juliet","Tragedy",""
"2143","The Tragedy of Romeo and Juliet","Tragedy","  Ben. I pray thee, good Mercutio, let's retire."
"2144","The Tragedy of Romeo and Juliet","Tragedy","    The day is hot, the Capulets abroad."
"2145","The Tragedy of Romeo and Juliet","Tragedy","    And if we meet, we shall not scape a brawl,"
"2146","The Tragedy of Romeo and Juliet","Tragedy","    For now, these hot days, is the mad blood stirring."
"2147","The Tragedy of Romeo and Juliet","Tragedy",""
"2148","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Thou art like one of these fellows that, when he enters"
"2149","The Tragedy of Romeo and Juliet","Tragedy","    the confines of a tavern, claps me his sword upon the table and"
"2150","The Tragedy of Romeo and Juliet","Tragedy","    says 'God send me no need of thee!' and by the operation of the"
"2151","The Tragedy of Romeo and Juliet","Tragedy","    second cup draws him on the drawer, when indeed there is no need."
"2152","The Tragedy of Romeo and Juliet","Tragedy",""
"2153","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Am I like such a fellow?"
"2154","The Tragedy of Romeo and Juliet","Tragedy",""
"2155","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Come, come, thou art as hot a jack in thy mood as any in"
"2156","The Tragedy of Romeo and Juliet","Tragedy","    Italy; and as soon moved to be moody, and as soon moody to be"
"2157","The Tragedy of Romeo and Juliet","Tragedy","    moved."
"2158","The Tragedy of Romeo and Juliet","Tragedy",""
"2159","The Tragedy of Romeo and Juliet","Tragedy","  Ben. And what to?"
"2160","The Tragedy of Romeo and Juliet","Tragedy",""
"2161","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Nay, an there were two such, we should have none shortly,"
"2162","The Tragedy of Romeo and Juliet","Tragedy","    for one would kill the other. Thou! why, thou wilt quarrel with a"
"2163","The Tragedy of Romeo and Juliet","Tragedy","    man that hath a hair more or a hair less in his beard than thou hast."
"2164","The Tragedy of Romeo and Juliet","Tragedy","    Thou wilt quarrel with a man for cracking nuts, having no"
"2165","The Tragedy of Romeo and Juliet","Tragedy","    other reason but because thou hast hazel eyes. What eye but such an"
"2166","The Tragedy of Romeo and Juliet","Tragedy","    eye would spy out such a quarrel? Thy head is as full of quarrels"
"2167","The Tragedy of Romeo and Juliet","Tragedy","    as an egg is full of meat; and yet thy head hath been beaten as"
"2168","The Tragedy of Romeo and Juliet","Tragedy","    addle as an egg for quarrelling. Thou hast quarrell'd with a"
"2169","The Tragedy of Romeo and Juliet","Tragedy","    man for coughing in the street, because he hath wakened thy dog"
"2170","The Tragedy of Romeo and Juliet","Tragedy","    that hath lain asleep in the sun. Didst thou not fall out with a"
"2171","The Tragedy of Romeo and Juliet","Tragedy","    tailor for wearing his new doublet before Easter, with"
"2172","The Tragedy of Romeo and Juliet","Tragedy","    another for tying his new shoes with an old riband? And yet thou wilt"
"2173","The Tragedy of Romeo and Juliet","Tragedy","    tutor me from quarrelling!"
"2174","The Tragedy of Romeo and Juliet","Tragedy",""
"2175","The Tragedy of Romeo and Juliet","Tragedy","  Ben. An I were so apt to quarrel as thou art, any man should"
"2176","The Tragedy of Romeo and Juliet","Tragedy","    buy the fee simple of my life for an hour and a quarter."
"2177","The Tragedy of Romeo and Juliet","Tragedy",""
"2178","The Tragedy of Romeo and Juliet","Tragedy","  Mer. The fee simple? O simple!"
"2179","The Tragedy of Romeo and Juliet","Tragedy",""
"2180","The Tragedy of Romeo and Juliet","Tragedy","                       Enter Tybalt and others."
"2181","The Tragedy of Romeo and Juliet","Tragedy",""
"2182","The Tragedy of Romeo and Juliet","Tragedy",""
"2183","The Tragedy of Romeo and Juliet","Tragedy","  Ben. By my head, here come the Capulets."
"2184","The Tragedy of Romeo and Juliet","Tragedy",""
"2185","The Tragedy of Romeo and Juliet","Tragedy","  Mer. By my heel, I care not."
"2186","The Tragedy of Romeo and Juliet","Tragedy",""
"2187","The Tragedy of Romeo and Juliet","Tragedy","  Tyb. Follow me close, for I will speak to them."
"2188","The Tragedy of Romeo and Juliet","Tragedy","    Gentlemen, good den. A word with one of you."
"2189","The Tragedy of Romeo and Juliet","Tragedy",""
"2190","The Tragedy of Romeo and Juliet","Tragedy","  Mer. And but one word with one of us?"
"2191","The Tragedy of Romeo and Juliet","Tragedy","    Couple it with something; make it a word and a blow."
"2192","The Tragedy of Romeo and Juliet","Tragedy",""
"2193","The Tragedy of Romeo and Juliet","Tragedy","  Tyb. You shall find me apt enough to that, sir, an you will give me"
"2194","The Tragedy of Romeo and Juliet","Tragedy","    occasion."
"2195","The Tragedy of Romeo and Juliet","Tragedy",""
"2196","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Could you not take some occasion without giving"
"2197","The Tragedy of Romeo and Juliet","Tragedy",""
"2198","The Tragedy of Romeo and Juliet","Tragedy","  Tyb. Mercutio, thou consortest with Romeo."
"2199","The Tragedy of Romeo and Juliet","Tragedy",""
"2200","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Consort? What, dost thou make us minstrels? An thou make"
"2201","The Tragedy of Romeo and Juliet","Tragedy","    minstrels of us, look to hear nothing but discords. Here's my"
"2202","The Tragedy of Romeo and Juliet","Tragedy","    fiddlestick; here's that shall make you dance. Zounds, consort!"
"2203","The Tragedy of Romeo and Juliet","Tragedy",""
"2204","The Tragedy of Romeo and Juliet","Tragedy","  Ben. We talk here in the public haunt of men."
"2205","The Tragedy of Romeo and Juliet","Tragedy","    Either withdraw unto some private place"
"2206","The Tragedy of Romeo and Juliet","Tragedy","    And reason coldly of your grievances,"
"2207","The Tragedy of Romeo and Juliet","Tragedy","    Or else depart. Here all eyes gaze on us."
"2208","The Tragedy of Romeo and Juliet","Tragedy",""
"2209","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Men's eyes were made to look, and let them gaze."
"2210","The Tragedy of Romeo and Juliet","Tragedy","    I will not budge for no man's pleasure,"
"2211","The Tragedy of Romeo and Juliet","Tragedy",""
"2212","The Tragedy of Romeo and Juliet","Tragedy","                        Enter Romeo."
"2213","The Tragedy of Romeo and Juliet","Tragedy",""
"2214","The Tragedy of Romeo and Juliet","Tragedy",""
"2215","The Tragedy of Romeo and Juliet","Tragedy","  Tyb. Well, peace be with you, sir. Here comes my man."
"2216","The Tragedy of Romeo and Juliet","Tragedy",""
"2217","The Tragedy of Romeo and Juliet","Tragedy","  Mer. But I'll be hang'd, sir, if he wear your livery."
"2218","The Tragedy of Romeo and Juliet","Tragedy","    Marry, go before to field, he'll be your follower!"
"2219","The Tragedy of Romeo and Juliet","Tragedy","    Your worship in that sense may call him man."
"2220","The Tragedy of Romeo and Juliet","Tragedy",""
"2221","The Tragedy of Romeo and Juliet","Tragedy","  Tyb. Romeo, the love I bear thee can afford"
"2222","The Tragedy of Romeo and Juliet","Tragedy","    No better term than this: thou art a villain."
"2223","The Tragedy of Romeo and Juliet","Tragedy",""
"2224","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Tybalt, the reason that I have to love thee"
"2225","The Tragedy of Romeo and Juliet","Tragedy","    Doth much excuse the appertaining rage"
"2226","The Tragedy of Romeo and Juliet","Tragedy","    To such a greeting. Villain am I none."
"2227","The Tragedy of Romeo and Juliet","Tragedy","    Therefore farewell. I see thou knowest me not."
"2228","The Tragedy of Romeo and Juliet","Tragedy",""
"2229","The Tragedy of Romeo and Juliet","Tragedy","  Tyb. Boy, this shall not excuse the injuries"
"2230","The Tragedy of Romeo and Juliet","Tragedy","    That thou hast done me; therefore turn and draw."
"2231","The Tragedy of Romeo and Juliet","Tragedy",""
"2232","The Tragedy of Romeo and Juliet","Tragedy","  Rom. I do protest I never injur'd thee,"
"2233","The Tragedy of Romeo and Juliet","Tragedy","    But love thee better than thou canst devise"
"2234","The Tragedy of Romeo and Juliet","Tragedy","    Till thou shalt know the reason of my love;"
"2235","The Tragedy of Romeo and Juliet","Tragedy","    And so good Capulet, which name I tender"
"2236","The Tragedy of Romeo and Juliet","Tragedy","    As dearly as mine own, be satisfied."
"2237","The Tragedy of Romeo and Juliet","Tragedy",""
"2238","The Tragedy of Romeo and Juliet","Tragedy","  Mer. O calm, dishonourable, vile submission!"
"2239","The Tragedy of Romeo and Juliet","Tragedy","    Alla stoccata carries it away.                      [Draws.]"
"2240","The Tragedy of Romeo and Juliet","Tragedy","    Tybalt, you ratcatcher, will you walk?"
"2241","The Tragedy of Romeo and Juliet","Tragedy",""
"2242","The Tragedy of Romeo and Juliet","Tragedy","  Tyb. What wouldst thou have with me?"
"2243","The Tragedy of Romeo and Juliet","Tragedy",""
"2244","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Good King of Cats, nothing but one of your nine lives."
"2245","The Tragedy of Romeo and Juliet","Tragedy","That I"
"2246","The Tragedy of Romeo and Juliet","Tragedy","    mean to make bold withal, and, as you shall use me hereafter,"
"2247","The Tragedy of Romeo and Juliet","Tragedy",""
"2248","The Tragedy of Romeo and Juliet","Tragedy","    dry-beat the rest of the eight. Will you pluck your sword out"
"2249","The Tragedy of Romeo and Juliet","Tragedy","    of his pitcher by the ears? Make haste, lest mine be about your"
"2250","The Tragedy of Romeo and Juliet","Tragedy","    ears ere it be out."
"2251","The Tragedy of Romeo and Juliet","Tragedy",""
"2252","The Tragedy of Romeo and Juliet","Tragedy","  Tyb. I am for you.                                    [Draws.]"
"2253","The Tragedy of Romeo and Juliet","Tragedy",""
"2254","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Gentle Mercutio, put thy rapier up."
"2255","The Tragedy of Romeo and Juliet","Tragedy",""
"2256","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Come, sir, your passado!"
"2257","The Tragedy of Romeo and Juliet","Tragedy","                                                   [They fight.]"
"2258","The Tragedy of Romeo and Juliet","Tragedy",""
"2259","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Draw, Benvolio; beat down their weapons."
"2260","The Tragedy of Romeo and Juliet","Tragedy","    Gentlemen, for shame! forbear this outrage!"
"2261","The Tragedy of Romeo and Juliet","Tragedy","    Tybalt, Mercutio, the Prince expressly hath"
"2262","The Tragedy of Romeo and Juliet","Tragedy","    Forbid this bandying in Verona streets."
"2263","The Tragedy of Romeo and Juliet","Tragedy","    Hold, Tybalt! Good Mercutio!"
"2264","The Tragedy of Romeo and Juliet","Tragedy","         Tybalt under Romeo's arm thrusts Mercutio in, and flies"
"2265","The Tragedy of Romeo and Juliet","Tragedy","                                           [with his Followers]."
"2266","The Tragedy of Romeo and Juliet","Tragedy",""
"2267","The Tragedy of Romeo and Juliet","Tragedy","  Mer. I am hurt."
"2268","The Tragedy of Romeo and Juliet","Tragedy","    A plague o' both your houses! I am sped."
"2269","The Tragedy of Romeo and Juliet","Tragedy","    Is he gone and hath nothing?"
"2270","The Tragedy of Romeo and Juliet","Tragedy",""
"2271","The Tragedy of Romeo and Juliet","Tragedy","  Ben. What, art thou hurt?"
"2272","The Tragedy of Romeo and Juliet","Tragedy",""
"2273","The Tragedy of Romeo and Juliet","Tragedy","  Mer. Ay, ay, a scratch, a scratch. Marry, 'tis enough."
"2274","The Tragedy of Romeo and Juliet","Tragedy","    Where is my page? Go, villain, fetch a surgeon."
"2275","The Tragedy of Romeo and Juliet","Tragedy","                                                    [Exit Page.]"
"2276","The Tragedy of Romeo and Juliet","Tragedy",""
"2277","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Courage, man. The hurt cannot be much."
"2278","The Tragedy of Romeo and Juliet","Tragedy",""
"2279","The Tragedy of Romeo and Juliet","Tragedy","  Mer. No, 'tis not so deep as a well, nor so wide as a church door;"
"2280","The Tragedy of Romeo and Juliet","Tragedy","    but 'tis enough, 'twill serve. Ask for me to-morrow, and you"
"2281","The Tragedy of Romeo and Juliet","Tragedy","    shall find me a grave man. I am peppered, I warrant, for this"
"2282","The Tragedy of Romeo and Juliet","Tragedy","    world. A plague o' both your houses! Zounds, a dog, a rat, a"
